162,Gerald Green,400,BOS,1 yr/$1M,980431,980431,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,-$3.2M
163,Tyler Zeller,400,BOS,1 yr/$8M  $8M TO 2017,8000000,8000000,8000000,,,,,,,,,,,,TRUE,,,,TRUE,,,,Sam Goldfeder,Excel Sports Management,,$3M
164,BOS 2020 2nd,400,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,BOS 2021 2nd,400,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,BOS 2022 2nd,400,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,BOS 2023 2nd,400,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,BRK 2020 1st,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,BRK 2021 1st,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,BRK 2022 1st,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,BRK 2023 1st,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Brook Lopez,400,BRK,2 yrs/$43.8M,21165675,21165675,22642350,22642350,,,,,,,,,,,,,,,,,,,Darren Matsubara,Wasserman Media Group,,$50.2M
173,Rondae Hollis-Jefferson,400,BRK,Rookie contract  $3.6M QO 2019,1395600,1395600,1455720,1455720,2470357,,3594369,,,,,7,,4,TRUE,,,TRUE,,,,,Jeff Schwartz,Excel Sports Management,,$81.6M
174,Jeremy Lin,400,BRK,2 yrs/$23.5M  $12.5M PO 2018,11483254,11483254,12000000,12000000,12516746,,,,,,3,,,,TRUE,,,,TRUE,,,,,,,$12.6M
175,Caris LeVert,400,BRK,Rookie contract  $3.8M QO 2020,1562280,1562280,1632480,1632480,1702800,,2625718,,3762653,,,8,,5,TRUE,,,TRUE,,,,,Joe Branch,Roc Nation Sports,,$42.5M
176,WAS 2017 1st (15-30),400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Worse of BOS or BRK 2017 1st,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Trevor Booker,400,BRK,2 yrs/$18.4M,9250000,9250000,9125000,9125000,,,,,,,,,,,,TRUE,,TRUE,,,,,Andy Miller,ASM Sports,,$32.2M
179,Isaiah Whitehead,400,BRK,2 yrs/$2.2M  $1.2M NG 2018  $1.2M QO 2019,1074145,1074145,1122248,1122248,1170584,,1218920,,,,,,,4,TRUE,,,TRUE,,,,,Andy Miller,ASM Sports,,$6.5M
180,K.J. McDaniels,400,BRK,1 yr/$3.3M  $3.5M TO 2017,3333333,3333333,3476873,,,,,,,,,2,,,TRUE,,,FALSE,TRUE,,,,Mark Bartelstein & Andy Shiffman,Priority Sports & Entertainment,,$6.5M
181,Randy Foye,400,BRK,1 yr/$2.5M,2500000,2500000,,,,,,,,,,,,,,,TRUE,,TRUE,,,,Steven Heumann,CAA Sports,,-$4.6M
182,Andrew Nicholson,400,BRK,3 yrs/$19.1M  $6.9M PO 2019,6088993,6088993,6362998,6362998,6637002,6637002,6911007,,,,4,,,,TRUE,,,,TRUE,,,,Mark Bartelstein,Priority Sports & Entertainment,,-$8.5M
183,Sean Kilpatrick,400,BRK,$1M 2016  $1.1M NG 2017,980431,980431,1051245,,,,,,,,,,,,,TRUE,,TRUE,,,,,Reggie Brown,Priority Sports & Entertainment,,-$2.5M
184,Juan Pablo Vaulet,400,BRK,Rights held: Bahia,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Justin Hamilton,400,BRK,2 yrs/$6M,3000000,3000000,3000000,3000000,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,$9M
186,BOS 2017 2nd (46-60)  if 2017 1st swaps,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,BRK 2021 2nd,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,BRK 2022 2nd,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,BRK 2023 2nd,400,BRK,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Spencer Dinwiddie,400,BRK,1 yr/$.7M  $2.2M NG 2017/18,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Quincy Acy,400,BRK,1 yr/$1.8M  $1.8M NG 2017,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Luis Scola,400,BRK,1 yr/$5.5M,5500000,5500000,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,-$2.3M
193,Joe Harris,400,BRK,$1M 2016  $1.1M NG 2017,980431,980431,1051245,,,,,,,,,,,,,TRUE,,,TRUE,,,,Mark Bartelstein,Priority Sports & Entertainment,,$1.9M
194,CHA 2018 1st,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,CHA 2019 1st,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,CHA 2020 1st,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,CHA 2021 1st,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,CHA 2022 1st,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,CHA 2023 1st,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Cody Zeller,400,CHA,5 yrs/$61.3M (4 yr/$56M ext),5318313,5318313,7014855,,,,,,,,,,,2,TRUE,,,TRUE,,,,,Sam Goldfeder,Excel Sports Management,,$85.4M
201,Michael Kidd-Gilchrist,400,CHA,3 yrs/$39M  $13M PO 2019,13000000,13000000,13000000,13000000,13000000,13000000,13000000,,,,4,,,,TRUE,,,,TRUE,,,,Leon Rose,CAA Sports,,$45.8M
202,Marvin Williams,400,CHA,3 yrs/$39.5M  $15M TO 2019,12250000,12250000,13168750,13168750,14087500,14087500,15006250,,,,4,,,,TRUE,,,,TRUE,,,,,,,$54.6M
203,Nicolas Batum,400,CHA,4 yrs/$92.9M  $27.1M PO 2020,20869566,20869566,22434783,22434783,24000000,24000000,25565217,25565217,27130434,,5,,,,TRUE,,,,TRUE,,,,,,,$111M
204,Frank Kaminsky,400,CHA,Rookie contract  $4.9M QO 2019,2730000,2730000,2847600,,3627842,,4915726,,,,,7,,4,TRUE,,,TRUE,,,,,,,,$53.1M
205,Jeremy Lamb,400,CHA,3 yrs/$21M,6511628,6511628,7000000,7000000,7488372,7488372,,,,,,,,,TRUE,,,,TRUE,,,,Jeff Schwartz,Excel Sports Management,,$43.8M
206,CHA 2017 2nd (31-55),400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Ramon Sessions,400,CHA,1 yr/$6M  $6.3M TO 2017,6000000,6000000,6270000,,,,,,,,,2,,,,TRUE,,,TRUE,,,,Mark Bartelstein,Priority Sports & Entertainment,,-$5.7M
208,Christian Wood,400,CHA,1 yr/$.9M  $1M TO 2017  $1.3M QO 2018,874636,874636,1014746,,1288038,,,,,,,2,,3,TRUE,,,TRUE,,,,,Andy Miller,ASM Sports,,$10.8M
209,Marco Belinelli,400,CHA,2 yrs/$12.9M,6333333,6333333,6606060,6606060,,,,,,,,,,,,TRUE,,,TRUE,,,,Sam Goldfeder & Jeff Schwartz,Excel Sports Management,,-$7.2M
210,CHA 2019 2nd,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,CHA 2020 2nd,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,CHA 2021 2nd,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,CHA 2022 2nd,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,CHA 2023 2nd,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Worse of BRK and CLE 2018 2nd,400,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Brian Roberts,400,CHA,1 yr/$1M,980431,980431,,,,,,,,,,,,,,,TRUE,,TRUE,,,,Andy Miller,ASM Sports,,-$6.9M
217,Treveon Graham,400,CHA,1 yr/$.5M  $.9M 2017 NG  $1.3M QO 2018,543471,75000,905249,,1250262,,,,,,,,,3,TRUE,,,TRUE,,,,,Jeff Austin,Octagon,,
218,Mike Tobey,400,CHA,Second 10-day (Feb. 13),,,,,,,,,,,,,,,,,,,,,,,,,,
219,Ray McCallum,400,CHA,Second 10-day (Feb 13),,,,,,,,,,,,,,,,,,,,,,,,,,
220,Miles Plumlee,400,CHA,4 yrs/$50M,12500000,12500000,12500000,12500000,12500000,12500000,12500000,12500000,,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,Mark Bartelstein,Priority Sports & Entertainment,,$5M
221,CHI 2019 1st,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,CHI 2018 1st,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,CHI 2020 1st,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,CHI 2021 1st,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,CHI 2022 1st,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,CHI 2023 1st,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Denzel Valentine,400,CHI,Rookie contract  $4.7M QO 2020,2092200,2186400,2280600,,3377569,,4698198,,,,,8,,5,TRUE,,,TRUE,,,,,B.J. Armstrong,Wasserman Media Group,,$113.5M
228,Dwyane Wade,400,CHI,1 yr/$23.2M  $23.8M PO 2017,23200000,23200000,23800000,,,,,,,,2,,,,,TRUE,,,TRUE,,,,Henry Thomas,CAA Sports,,$22.2M
229,CHI 2017 1st,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Cameron Payne,400,CHI,Rookie contract  $4.5M QO 2019,2112480,2112480,2203440,2203440,3263294,,4539242,,,,,7,,4,TRUE,FALSE,FALSE,TRUE,FALSE,,,,Travis King,Independent Sports & Entertainment (ISE),,$56.4M
231,Nikola Mirotic,400,CHI,1 yr/$5.7M  $7.2M QO 2017,5782450,5782450,7228063,,,,,,,,,,,2,TRUE,,,TRUE,,,,,,,,$88.3M
232,Bobby Portis,400,CHI,Rookie contract  $3.6M QO 2019,1453680,1453680,1516320,,2494346,,3611814,,,,,7,,4,TRUE,,,TRUE,,,,,,,,$18M
233,SAC 2017 1st (11-30  else SAC 2017 2nd [31-55]),400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Cristiano Felicio,400,CHI,1 yr/$.9M (NG)  $1.2M QO 2017,874636,,1214746,,,,,,,,,,,2,TRUE,,,TRUE,,,,,,,,$13.9M
235,Robin Lopez,400,CHI,3 yrs/$41.4M,13219250,13219250,13788500,13788500,14357750,14357750,,,,,,,,,TRUE,,,,TRUE,,,,Darren Matsubara,Wasserman Media Group,,$59.5M
236,Jerian Grant,400,CHI,Rookie contract  $3.8M QO 2019,1643040,1643040,1713840,,2639314,,3763662,,,,,7,,4,TRUE,,,TRUE,,,,,,,,$14.5M
237,Michael Carter-Williams,400,CHI,1 yr/$3.2M  $4.4M QO 2017,3183526,3183526,4358247,,,,,,,,,,,2,TRUE,FALSE,FALSE,TRUE,FALSE,,,,Jeff Schwartz & Sean Kennedy,Excel Sports Management,,$72.1M
238,Rajon Rondo,400,CHI,1 yr/$14M  $13.4M 2017 ($3M G),14000000,14000000,13397000,3000000,,,,,,,,,,,,TRUE,,,TRUE,,,,Bill Duffy,BDA Sports Management,,$36.9M
239,Paul Zipser,400,CHI,2 yrs/$1.7M  $1.1M NG 2018  $1.1M PO 2019,750000,750000,905249,905249,1050262,,1126120,,,,,,,4,TRUE,,,TRUE,,,,,,,,
240,Anthony Morrow,400,CHI,1 yr/$3.5M,3488000,3488000,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,TRUE,,,,Wallace Prather,Perennial SE,,-$2.6M
241,Joffrey Lauvergne,400,CHI,1 yr/$1.7M  $2.1M QO 2018,1709719,855000,2137149,,,,,,,,,,,2,,,,,,,,,Jeff Schwartz,Excel Sports Management,,$2.3M
242,CHI 2020 2nd,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,CHI 2021 2nd,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,CHI 2022 2nd,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,CHI 2023 2nd,400,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Isaiah Canaan,400,CHI,1 yr/$1M  $1.1M NG 2017,1015696,1015696,1087745,,,,,,,,,,,,,TRUE,,,TRUE,,,,Mark Bartelstein & Reggie Brown,Priority Sports & Entertainment,,$3.7M
247,Tadija Dragicevic,400,CHI,Rights held: Budocnost,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Ater Majok,400,CHI,Rights held: Trefl Sopot,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Milovan Rakovic,400,CHI,Rights held: Turk Telekom,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Albert Miralles,400,CHI,Rights held: Joventut Badalona,,,,,,,,,,,,,,,,,,,,,,,,,,
251,CLE 2023 1st,400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,CLE 2022 1st,400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,CLE 2021 1st,400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,CLE 2020 1st (to ATL if 11-30 & 2019 CLE 1st 1-10),400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,J.R. Smith,400,CLE,4 yrs/$57M,15691011,15691011,14730337,14730337,13769663,13769663,12808989,,,,,4,,,TRUE,,,,,,,,,,,$30.1M
256,Channing Frye,400,CLE,2 yrs/$15.2M,7806971,7806971,7420912,7420912,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,$8.6M
257,Richard Jefferson,400,CLE,2 yrs/$5M  $2.6M NG 2018,2500000,2500000,2500000,2500000,2612500,,,,,,,,,,TRUE,,,,TRUE,,,,Jeff Schwartz,Excel Sports Management,,-$.9M
258,Iman Shumpert,400,CLE,2 yrs/$20M  $11M PO 2018,9662922,9662922,10337079,10337079,11011234,,,,,,3,,,,TRUE,,,,TRUE,,,,,,,$39.6M
259,CLE 2018 1st,400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,CLE 2019 1st (1-10  else to ATL),400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Cedi Osman,400,CLE,Rights held: Anadolu Efes,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Kyle Korver,400,CLE,1 yr/$5.2M,5239437,5239437,,,,,,,,,,,,,TRUE,,,FALSE,TRUE,,,,Jeff Schwartz,Excel Sports Management,,$23.8M
263,James Jones,400,CLE,1 yr/$1M,,,,,,,,,,,,,,,,,,,,,,,,,,-$1.3M
264,Kay Felder,400,CLE,1 yr/$.5M  $.9M NG 2017  $1.1M TO 2018  $1.3M QO 2019,543471,543471,905249,,1050262,,1326120,,,,,,,,,,,,,,,,,,,
265,Jordan McRae,400,CLE,1 yr/$.9M  $1.2M QO 2017,874636,874636,1214746,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,$2.2M
266,CLE 2021 2nd (to ATL if CLE 2019 1st [T-10] not conveyed by 2020),400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,CLE 2022 2nd (to ATL if CLE 2019 1st [T-10] not conveyed by 2020),400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,CLE 2023 2nd,400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,DeAndre Liggins,400,CLE,1 yr/$1M ($.1M G)  $1.1M QO 2017,,,,,,,,,,,,,,,,,,,,,,,Henry Thomas,CAA Sports,,
270,Derrick Williams,400,CLE,10-day (Feb. 9),,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,,,,Rob Pelinka,Landmark Sports Agency,,$9.7M
271,SirDominic Pointer,400,CLE,Rights held: Canton Charge,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Ilkan Karaman,400,CLE,Rights held: Beşiktaş,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Milan Macvan,400,CLE,Rights held: EA7 Milano,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Edin Bavcic,400,CLE,Rights held: Sopron,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Chukwudiebere Maduabum,400,CLE,Rights held: Kagoshima Rebnise,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Vladimir Veremeenko,400,CLE,Rights held: Brose Bamberg,,,,,,,,,,,,,,,,,,,,,,,,,,
277,CHA 2017 2nd (56-60),400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,POR 2020 2nd (56-60),400,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,DAL 2020 1st,400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,DAL 2021 1st,400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,DAL 2022 1st,400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,DAL 2023 1st,400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Harrison Barnes,400,DAL,3 yrs/$69.3M  $25.1M PO 2019,22116750,22116750,23112004,23112004,24107258,24107258,25102512,,,,4,,,,TRUE,,,,TRUE,,,,Jeff Schwartz,Excel Sports Management,,$74.7M
284,Wesley Matthews,400,DAL,2 yrs/$35M  $18.6M PO 2018,17145838,17145838,17884176,17884176,18622514,,,,,,3,,,,TRUE,,,,TRUE,,,,Jeff Austin,Octagon,,$48.4M
285,Dirk Nowitzki,400,DAL,1 yr/$25M  $25M TO 2017,25000000,25000000,25000000,,,,,,,,,2,,,TRUE,,,,TRUE,,,,,,,$9.1M
286,Seth Curry,400,DAL,2 yrs/$5.9M,2898000,2898000,3028410,3028410,,,,,,,,,,,,TRUE,,,TRUE,,,,Alex Saratsis,Octagon,,$4.4M
287,Dwight Powell,400,DAL,3 yrs/$27M  $10.3M PO 2019,8375000,8375000,9003125,9003125,9631250,9631250,10259375,,,,4,,,,TRUE,,,,TRUE,,,,Mike George,Excel Sports Management,,$24.1M
288,Salah Mejri,400,DAL,Rookie contract  $1.3M QO 2018,874636,874636,1014746,,1288038,,,,,,,,,3,TRUE,,,TRUE,,,,,B.J. Armstrong,Wasserman Media Group,,$5.4M
289,Devin Harris,400,DAL,1 yr/$4.2M  $4.4M NG 2017,4227996,4227996,4402546,,,,,,,,,,,,TRUE,,,,TRUE,,,,Jeff Schwartz,Excel Sports Management,,$11.6M
290,Dorian Finney-Smith,400,DAL,3 yrs/$2.5M ($.1M G)  $1.3M QO 2019,543471,,905249,,1050262,,1326120,,,,,,,4,TRUE,,,TRUE,,,,,,,,$3.7M
291,Yogi Ferrell,400,DAL,1 yr/$.2M  $1.3M TO 2017  $1.7M QO 2018,,,,,,,,,,,,,,,,,,,,,,,,,,
292,DAL 2018 2nd (31-55),400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Jose Juan Barea,400,DAL,3 yrs/$11.7M,4096950,4096950,3903900,3903900,3710850,3710850,,,,,,,,,TRUE,,,,TRUE,,,,,,,-$4.5M
294,Nicolas Brussino,400,DAL,3 yrs/$2.5M ($.5M G)  $1.3M QO 2019,543471,543471,905249,,1050262,,1326120,,,,,,,4,TRUE,,,TRUE,,,,,,,,
295,AJ Hammons,400,DAL,3 yrs/$2.6M  $1.3M QO 2019,650000,650000,905249,905249,1050262,1050262,1326120,,,,,,,4,TRUE,,,TRUE,,,,,,,,$13.2M
296,DAL 2019 2nd (31-55  else to GSW),400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Petteri Koponen,400,DAL,Righs held: Khimki,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,Sam Goldfeder,Excel Sports Management,,
298,DAL 2021 2nd,400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,DAL 2022 2nd,400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,DAL 2023 2nd,400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,GSW 2019 or 2020 2nd (Deferrable),400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Satman Singh,400,DAL,Rights held: Texas Legends,,,,,,,,,,,,,,,,,,,,,,,Dan Fegan,Independent Sports & Entertainment (ISE),,
303,Renaldas Seibutis,400,DAL,Rights held: Zalgiris,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Stanko Barac,400,DAL,Rights held: EA7 Armani,,,,,,,,,,,,,,,,,,,,EA7 Armani,,,,,,
305,DAL 2017 2nd (to PHL if DAL 2017 1st 1-18),400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,DAL 2020 2nd (to PHL if DAL 2017 1st 1-18),400,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,DEN 2018 1st,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,DEN 2023 1st,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,DEN 2022 1st,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,DEN 2021 1st,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,DEN 2020 1st,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,DEN 2019 1st,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Emmanuel Mudiay,400,DEN,Rookie contract  $5.8M QO 2019,3241800,3241800,3381480,,4294480,,5758898,,,,,7,,4,TRUE,,,TRUE,,,,,B.J. Armstrong,Wasserman Media Group,,$31.9M
314,Gary Harris,400,DEN,Rookie contract  $4.1M QO 2018,1655880,1655880,2550055,2550055,3636378,,,,,,,2,,3,TRUE,,,TRUE,,,,,Aaron Mintz & Austin Brown,CAA Sports,,$74.8M
315,Danilo Gallinari,400,DEN,1 yr/$15.1M  $16.1M PO 2017,15050000,15050000,16100000,,,,,,,,2,,,,,,,,,,,,,,,$61.4M
316,Juan Hernangomez,400,DEN,Rookie contract  $4.6M QO 2020,1987440,1987440,2076840,2076840,2166360,,3321030,,4642800,,,8,,5,TRUE,,,TRUE,,,,,,,,
317,Malik Beasley,400,DEN,Rookie contract  $3.9M QO 2020,1627320,1627320,1700640,1700640,1773840,,2731714,,3895424,,,8,,5,TRUE,,,TRUE,,,,,Andy Miller,ASM Sports,,$10.3M
318,Mason Plumlee,400,DEN,1 yr/$2.3M  $3.4M QO 2017,2328530,2328530,3371711,,,,,,,,,,,2,TRUE,FALSE,FALSE,TRUE,FALSE,,,,Zach Kurtin,Priority Sports & Entertainment,,$104.7M
319,Will Barton,400,DEN,2 yrs/$7.1M,3533333,3533333,3533333,3533333,,,,,,,,,,,,,,,,,,,Mitch Frankel,Impact Sports Management,,$51.1M
320,Wilson Chandler,400,DEN,2 yrs/$23.3M  $12.8M PO 2018,11233146,11233146,12016854,12016854,12800562,,,,,,3,,,,,,,,,,,,Rich Kleiman & Joe Branch & Juan Perez & Wajid Syed,Roc Nation Sports,,$14M
321,Kenneth Faried,400,DEN,3 yrs/$38.8M,12078652,12078652,12921348,12921348,13764045,13764045,,,,,,,,,,,,,,,,,Thaddeus Foucher,Wasserman Media Group,,$55.1M
322,Petr Cornelie,400,DEN,Rights held: Le Mans,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Darrell Arthur,400,DEN,2 yrs/$15.5M  $7.5M PO 2018,8070175,8070175,7464912,7464912,7464912,,,,,,3,,,,,,,,,,,,,,,$10.7M
324,Jameer Nelson,400,DEN,2 yrs/$9.3M,4540525,4540525,4736050,4736050,,,,,,,,,,,,,,,,,,,,,,-$4.1M
325,OKC 2017 2nd (36-60  else 2018),400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,MEM 2017 2nd (36-60  else 2018),400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Nikola Radicevic,400,DEN,Rights held: Sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Worse of POR or SAC 2018 2nd,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,DEN 2019 2nd,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,DEN 2020 2nd,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,DEN 2021 2nd,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,DEN 2022 2nd,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,GSW 2018 2nd,400,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Roy Hibbert,400,DEN,1 yr/$5M,5000000,5000000,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,$3.5M
335,Mike Miller,400,DEN,1 yr/$3.5M  $3.5M NG 2017,3500000,3500000,3500000,,,,,,,,,,,,,,,,,,,,Dan Fegan,Independent Sports & Entertainment (ISE),,-$2.2M
336,Izzet Turkyilmaz,400,DEN,Rights held: Galatasary,,,,,,,,,,,,,,,,,,,,,,,,,,
337,DET 2017 1st,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,DET 2021 1st,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,DET 2022 1st,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,DET 2023 1st,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Tobias Harris,400,DET,3 yrs/$48M,17200000,17200000,16000000,16000000,14800000,14800000,,,,,,,,,,,,,,,,,,,,$83.4M
342,Stanley Johnson,400,DET,Rookie contract  $5.3M QO 2019,2969880,2969880,3097800,,3940402,,5311662,,,,,7,,3,TRUE,,,TRUE,,,,,,,,$46.5M
343,Marcus Morris,400,DET,3 yrs/$15M,4625000,4625000,5000000,5000000,5375000,5375000,,,,,,,,,,,,,,,,,Leon Rose,CAA Sports,,$59.4M
344,Reggie Jackson,400,DET,4 yrs/$66.1M,14956522,14956522,16000000,16000000,17043478,17043478,18086956,18086956,,,,,,,,,,,,,,,Aaron Mintz,CAA Sports,,$94.4M
345,DET 2018 1st,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,DET 2019 1st,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,DET 2020 1st,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Henry Ellenson,400,DET,Rookie contract  $4.1M QO 2020,1704120,1704120,1780800,1780800,1857480,,2856804,,4053805,,,8,,5,TRUE,,,TRUE,,,,,Joe Branch,Roc Nation Sports,,$19.6M
349,Boban Marjanovic,400,DET,3 yrs/$21M,7000000,7000000,7000000,7000000,7000000,7000000,,,,,,,,,,,,,,,,,Jeff Schwartz,Excel Sports Management,,$37.9M
350,Ish Smith,400,DET,3 yrs/$18M,6000000,6000000,6000000,6000000,6000000,6000000,,,,,,,,,,,,,,,,,Leon Rose,CAA Sports,,-$.6M
351,Jon Leuer,400,DET,4 yrs/$41M,10991957,10991957,10497319,10497319,10002681,10002681,9508043,9508043,,,,,,,,,,,,,,,Mark Bartelstein,Priority Sports & Entertainment,,$7.6M
352,Aron Baynes,400,DET,1 yr/$6.5M  $6.5M PO 2017,6500000,6500000,6500000,,,,,,,,2,,,,,,,,,,,,,,,$1M
353,Darrun Hilliard,400,DET,Rookie contract  $1.3M QO 2018,874636,874636,1014746,,1288038,,,,,,,,,3,,,,,,,,,,,,$7.4M
354,Michael Gbinije,400,DET,1 yr/$.7M  2 yrs/$2M (NG)  $1.3M QO 2019,650000,650000,905249,,1050262,,1326120,,,,,,,4,,,,,,,,,Joe Branch,Roc Nation Sports,,$8.9M
355,DET 2018 2nd,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Worse of (Best: CLE  HOU  or ORL 2019 2nd) or POR 2019 2nd,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,DET 2021 2nd,400,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,
